name,company,year,kms_driven,fuel_type,Price
Mahindra BE 6,Mahindra,2015,151804,Petrol,3203076
Audi A3,Audi,2010,209542,Petrol,3938225
Bentley Bentayga,Bentley,2014,227473,Petrol,47583738
Land Rover Range Rover Evoque,Land Rover,2012,162014,Petrol,7553325
Nissan Micra,Nissan,2026,4943,Diesel,821925
Maruti Suzuki Baleno,Maruti,2018,146068,Petrol,1061090
Mercedes-Benz AMG E63,Mercedes-Benz,2021,84601,Diesel,19152065
BMW 7 Series,BMW,2011,284647,Petrol,17795659
Mahindra XUV 3XO,Mahindra,2020,89210,Petrol,1841617
Jaguar XJ,Jaguar,2019,138918,Diesel,12352652
Land Rover Range Rover,Land Rover,2020,80939,Petrol,40068061
Volvo C40,Volvo,2024,30936,Petrol,5408357
Bentley Flying Spur,Bentley,2013,169693,Petrol,54829817
Maruti Suzuki XL6,Maruti,2011,259160,Diesel,1367612
Genesis GV70,Genesis,2016,106199,Petrol,5291217
Mahindra KUV100,Mahindra,2011,262199,Diesel,785082
Maserati MC20,Maserati,2020,113158,Diesel,22885206
Skoda Rapid,Skoda,2018,76758,Diesel,853539
Volvo XC40,Volvo,2016,184913,Petrol,4845680
Jeep Meridian,Jeep,2017,132487,Petrol,3266891
Mahindra BE 5,Mahindra,2013,159989,Diesel,2906689
Renault Kiger,Renault,2020,93800,Petrol,748905
Aston Martin DB11,Aston,2013,189820,Petrol,45639371
BMW X6,BMW,2013,232004,Petrol,11695688
Citroen C3 Aircross,Citroen,2015,200016,Diesel,1026248
Land Rover Discovery 5,Land Rover,2016,135174,Diesel,12379612
Tata Tigor,Tata,2015,207479,Petrol,798247
Toyota Glanza,Toyota,2023,36516,Petrol,791983
BMW X7,BMW,2018,70584,Petrol,13186922
Jeep Wrangler,Jeep,2024,35605,Petrol,5743462
Nissan GT-R,Nissan,2018,130688,Petrol,21768950
BMW 8 Series,BMW,2015,107618,Petrol,16067401
BMW Z4,BMW,2018,96984,Petrol,9736321
Mahindra Thar 5-Door,Mahindra,2017,133076,Petrol,2086885
Cadillac Escalade,Cadillac,2014,131404,Petrol,13593463
Nissan Sunny,Nissan,2016,133364,Petrol,1055166
Porsche 718 Boxster,Porsche,2025,17220,Petrol,15599490
Mahindra BE 5,Mahindra,2024,39290,Petrol,3362985
BMW 5 Series,BMW,2023,44998,Petrol,7576108
Honda CR-V,Honda,2026,3362,Petrol,4455362
BMW M8,BMW,2019,62225,Petrol,24670821
Lincoln Nautilus,Lincoln,2016,173486,Diesel,6710141
Land Rover Range Rover,Land Rover,2023,37373,Petrol,30159893
Porsche Cayenne,Porsche,2024,26680,Petrol,20261455
Mahindra Bolero,Mahindra,2014,158905,Diesel,1037588
Mercedes-Benz GLA,Mercedes-Benz,2016,133931,Petrol,4995633
Volkswagen Tiguan,Volkswagen,2020,54066,Petrol,3618881
Volkswagen Passat,Volkswagen,2021,84346,Petrol,2939086
McLaren 750S,McLaren,2019,132585,Petrol,43816524
Honda HR-V,Honda,2013,194098,Petrol,1419213
Jeep Meridian,Jeep,2015,176853,Petrol,3178938
BMW 5 Series,BMW,2020,97662,Petrol,7586925
Tata Safari EV,Tata,2016,80500,Electric,2516536
Hyundai Tucson,Hyundai,2018,98052,Petrol,3233793
Mahindra Bolero,Mahindra,2020,99179,Diesel,1020034
Tata Tigor,Tata,2026,3945,Petrol,642412
MG Hector,MG,2012,156658,Petrol,1588907
Skoda Rapid,Skoda,2023,46003,Petrol,905089
Volvo XC40,Volvo,2012,144761,Diesel,4786622
Mercedes-Benz A-Class,Mercedes-Benz,2012,167479,Petrol,4558811
Tata Nexon,Tata,2021,56112,Diesel,936360
Lexus RC,Lexus,2020,84602,Diesel,7174794
BMW M3,BMW,2021,82770,Diesel,13560827
Tata Safari EV,Tata,2021,98736,Electric,2421998
Lincoln Nautilus,Lincoln,2021,44851,Petrol,6400925
Porsche 718 Boxster,Porsche,2024,28822,Petrol,16427936
Land Rover Range Rover Evoque,Land Rover,2024,38237,Petrol,7688296
Lincoln MKZ,Lincoln,2020,70859,Diesel,5092653
Renault Kwid,Renault,2021,82164,Petrol,596155
Mahindra Bolero,Mahindra,2017,165903,Petrol,957846
Audi Q4 e-tron,Audi,2023,54668,Electric,11610392
Toyota Camry Hybrid,Toyota,2023,29121,Electric,4994400
BMW X1,BMW,2016,191038,Diesel,5019247
Mercedes-Benz CLA,Mercedes-Benz,2019,62166,Petrol,5141167
McLaren 750S,McLaren,2019,88922,Petrol,41474672
Bentley Azure,Bentley,2010,177069,Petrol,68364254
Maruti Suzuki Ignis,Maruti,2021,47255,Petrol,726708
Land Rover Range Rover,Land Rover,2019,59873,Diesel,31336480
BMW 5 Series,BMW,2014,173637,Petrol,7260215
Volkswagen Polo,Volkswagen,2014,184303,Diesel,974038
McLaren 570S,McLaren,2013,255350,Petrol,41665063
Maruti Suzuki Ciaz,Maruti,2019,133853,Petrol,1044623
Jeep Gladiator,Jeep,2018,127399,Petrol,5982194
BMW X7,BMW,2016,160808,Diesel,13212501
Toyota Corolla,Toyota,2023,49024,Diesel,1805016
Mercedes-Benz AMG S63,Mercedes-Benz,2019,84516,Diesel,31465157
Jaguar XF,Jaguar,2011,212499,Petrol,6003207
Lincoln Navigator,Lincoln,2020,66286,Petrol,8213061
Maruti Suzuki Baleno,Maruti,2021,99859,Diesel,885063
Rolls Royce Ghost,Rolls,2024,34959,Petrol,77708629
Mahindra KUV100,Mahindra,2013,257504,Diesel,745127
BMW Z4,BMW,2013,215259,Petrol,9050971
Rolls Royce Wraith,Rolls,2026,4782,Diesel,70409200
Volkswagen Taigun,Volkswagen,2023,39886,Petrol,1449852
Lincoln MKZ,Lincoln,2011,179737,Diesel,4480237
Jeep Wagoneer,Jeep,2016,87188,Diesel,4336070
Skoda Kodiaq,Skoda,2010,180897,Petrol,4032543
BMW M5,BMW,2016,121481,Petrol,19655441
Honda WR-V,Honda,2015,171078,Petrol,1056195
Lamborghini Temerario,Lamborghini,2017,134204,Petrol,57936912
Toyota Fortuner,Toyota,2010,294515,Petrol,3916259
Tata Tigor,Tata,2021,55709,Diesel,678439
Lexus RZ 450e,Lexus,2010,307248,Petrol,12990265
Mahindra Bolero,Mahindra,2016,155361,Diesel,1021998
Porsche 911 GT3 RS,Porsche,2024,26061,Petrol,41012856
Toyota Hilux,Toyota,2021,46097,Petrol,3085853
BMW X5 M,BMW,2017,110955,Diesel,18107011
Mercedes-Benz GLC,Mercedes-Benz,2017,133442,Diesel,7659216
Mahindra XUV900,Mahindra,2025,18640,Diesel,2352542
Audi TT,Audi,2012,185599,Diesel,6851153
Hyundai Creta,Hyundai,2022,66580,Petrol,1673077
Mercedes-Benz GLC,Mercedes-Benz,2021,98528,Petrol,7945591
Volkswagen Taigun,Volkswagen,2019,74915,Petrol,1284805
Volkswagen Ameo,Volkswagen,2012,211718,Diesel,909612
Hyundai Exter,Hyundai,2017,141833,Diesel,736665
Maruti Suzuki XL6,Maruti,2015,133421,Petrol,1253284
Kia Sportage,Kia,2010,239592,Petrol,2783689
Lamborghini Huracan,Lamborghini,2016,135615,Petrol,41833704
Tata Harrier EV,Tata,2020,77894,Electric,2495425
Jaguar F-Pace,Jaguar,2016,158518,Petrol,8147487
Renault Kwid EV,Renault,2016,80782,Electric,961818
Mercedes-Benz AMG S63,Mercedes-Benz,2012,192573,Petrol,30861440
BMW X4,BMW,2019,97432,Diesel,7689471
Toyota Fortuner Legender,Toyota,2010,304205,Diesel,4463989
Audi A7,Audi,2010,133154,Petrol,8400077
Audi A6,Audi,2015,179330,Petrol,6728208
Audi Q6 e-tron,Audi,2021,86913,Electric,12712785
Volvo XC60,Volvo,2016,99731,Petrol,6966625
Mercedes-Benz GLA,Mercedes-Benz,2022,58307,Petrol,4875058
Lincoln Corsair,Lincoln,2026,677,Diesel,6743714
Audi TT RS,Audi,2013,154676,Diesel,8736358
Porsche Macan,Porsche,2023,54052,Petrol,19465304
Volvo XC90,Volvo,2025,13102,Petrol,10008059
Hyundai Grand i10,Hyundai,2021,70302,Diesel,714511
Jaguar XF Sportbrake,Jaguar,2012,171894,Petrol,6637300
Kia EV6,Kia,2016,163500,Electric,6120392
Audi RS4,Audi,2024,28665,Electric,10091184
Mercedes-Benz AMG C43,Mercedes-Benz,2016,116989,Petrol,9488849
Kia Sportage,Kia,2019,61778,Petrol,2515693
Toyota Corolla,Toyota,2011,164660,Petrol,1833880
Mercedes-Benz C-Class,Mercedes-Benz,2016,121615,Petrol,5848758
Jaguar XF Sportbrake,Jaguar,2012,241021,Petrol,6917169
Skoda Rapid,Skoda,2012,246777,Diesel,1024664
Toyota Yaris,Toyota,2024,38944,Petrol,1727036
Toyota Fortuner Legender,Toyota,2020,78792,Diesel,4345364
Tata Harrier,Tata,2023,44294,Diesel,2267303
BMW X5 M,BMW,2011,210448,Petrol,15708171
Hyundai Venue,Hyundai,2013,125133,Diesel,1209933
Audi Q8,Audi,2024,30351,Petrol,13920044
BMW M3,BMW,2023,50736,Petrol,15016480
BMW 3 Series,BMW,2023,56656,Petrol,6195074
Bentley Mulliner Bacalar,Bentley,2011,211265,Petrol,88194682
Lexus IS,Lexus,2016,159775,Diesel,6455861
Maruti Suzuki Ciaz,Maruti,2011,155307,Diesel,1062517
Porsche 718 Boxster,Porsche,2014,207801,Petrol,15168461
Maruti Suzuki Grand Vitara,Maruti,2014,194965,Petrol,1841448
Kia Sonet,Kia,2017,94837,Petrol,943630
BMW 2 Series,BMW,2017,135731,Petrol,4687643
Aston Martin DBX,Aston,2022,69154,Petrol,41148310
Tata Tiago EV,Tata,2024,24946,Electric,1107038
Maruti Suzuki Ertiga,Maruti,2010,198815,Diesel,1154337
Ferrari Roma,Ferrari,2014,185649,Diesel,39812536
Lexus LC,Lexus,2020,119901,Petrol,24076997
Mercedes-Benz AMG C63,Mercedes-Benz,2010,277729,Petrol,16913240
Bentley Azure,Bentley,2010,174941,Petrol,67163185
Renault Triber,Renault,2017,145666,Petrol,723920
Hyundai Venue,Hyundai,2021,63312,Electric,897243
Toyota Hilux,Toyota,2019,137589,Petrol,3415649
BMW M3,BMW,2016,182328,Electric,14157734
Mahindra Bolero Neo,Mahindra,2013,245477,Diesel,988045
Land Rover Discovery 5,Land Rover,2022,61027,Diesel,12596813
BMW X4,BMW,2014,125828,Diesel,7432410
Nissan Leaf,Nissan,2015,94023,Petrol,4415470
Renault Kwid EV,Renault,2012,204702,Electric,825194
Nissan Kicks,Nissan,2019,103569,Diesel,1055652
Maruti Suzuki S-Cross,Maruti,2016,98667,Petrol,954771
Lexus RC,Lexus,2013,138879,Diesel,7651150
Audi Q3,Audi,2013,140260,Petrol,4386014
Rolls Royce Cullinan,Rolls,2018,149572,Petrol,74366620
Renault Kwid,Renault,2024,25154,Diesel,514494
Lexus IS,Lexus,2022,45652,Petrol,6596770
Aston Martin DBS Superleggera,Aston,2022,67638,Petrol,57392978
Lexus LS,Lexus,2013,195799,Petrol,18420430
BMW M4,BMW,2026,1862,Petrol,15508240
Renault Kiger,Renault,2017,109164,Diesel,925281
Audi RS e-tron GT,Audi,2020,52653,Electric,20488727
Audi RS4,Audi,2024,16258,Petrol,10501209
McLaren 570S,McLaren,2017,115769,Petrol,40484248
BMW X3,BMW,2017,139692,Petrol,6781296
Jeep Renegade,Jeep,2020,110180,Petrol,1837506
MG Comet EV,MG,2015,201283,Electric,748631
Bentley Continental GT,Bentley,2019,86748,Petrol,46960822
Porsche Panamera,Porsche,2020,89867,Electric,24291002
Lexus LX,Lexus,2016,91288,Diesel,15993978
Kia EV9,Kia,2015,151490,Electric,12872876
Mahindra Thar,Mahindra,2019,122060,Petrol,1424365
Volkswagen Ameo,Volkswagen,2026,517,Diesel,1066687
Lexus GX,Lexus,2026,4684,Petrol,10413273
Tata Safari EV,Tata,2016,91755,Electric,2011056
Hyundai i20,Hyundai,2014,214147,Diesel,800486
Porsche Panamera,Porsche,2019,96500,Electric,17651611
Jaguar XJ,Jaguar,2026,290,Petrol,11252712
Citroen eC3,Citroen,2022,45572,Diesel,1244789
Volvo EX90,Volvo,2014,162840,Diesel,8553203
Lexus GX,Lexus,2025,12112,Petrol,11386563
Hyundai Casper,Hyundai,2012,144898,Diesel,761830
Mahindra BE 6,Mahindra,2024,37339,Petrol,3294327
Skoda Rapid,Skoda,2018,149521,Petrol,1278534
Honda CR-V,Honda,2014,145800,Petrol,4437608
Mercedes-Benz AMG E53,Mercedes-Benz,2021,86206,Petrol,13333645
Porsche 911,Porsche,2023,54308,Electric,29389405
Bentley Continental GT,Bentley,2015,212400,Diesel,48485559
Rolls Royce Boat Tail,Rolls,2017,142097,Diesel,224605215
Tata Punch EV,Tata,2023,53558,Electric,1347948
Lexus LX,Lexus,2014,238535,Petrol,17128192
Porsche Cayenne,Porsche,2018,148425,Diesel,18204197
Rolls Royce Boat Tail,Rolls,2010,133559,Diesel,237094581
Aston Martin DB11,Aston,2013,192099,Petrol,44492851
Lincoln Aviator,Lincoln,2019,92061,Diesel,7749395
Audi A8,Audi,2024,18309,Petrol,14102056
Volkswagen Taigun,Volkswagen,2016,87901,Petrol,1897363
Volvo EX90,Volvo,2014,106364,Diesel,8290920
Jeep Meridian,Jeep,2018,121482,Diesel,3483191
Aston Martin DBS Superleggera,Aston,2014,181937,Petrol,55846470
Aston Martin Valhalla,Aston,2026,4659,Petrol,75501955
Ferrari SF90 Stradale,Ferrari,2018,156118,Petrol,76767310
Rolls Royce Phantom,Rolls,2020,64042,Petrol,92953119
Aston Martin DBS Superleggera,Aston,2022,40286,Petrol,54733815
Lincoln Aviator,Lincoln,2014,130449,Petrol,8639090
Maruti Suzuki Jimny,Maruti,2024,23256,Petrol,1473675
Ferrari Daytona SP3,Ferrari,2026,4252,Petrol,48958854
Mahindra XUV400,Mahindra,2010,206654,Petrol,1891348
BMW M5,BMW,2016,186572,Diesel,19191323
Kia EV9,Kia,2024,23946,Electric,12778970
MG Hector,MG,2016,139582,Petrol,1918523
Land Rover Defender,Land Rover,2014,201292,Diesel,10429944
Honda Elevate,Honda,2026,3579,Petrol,1383396
Tata Altroz,Tata,2024,28372,Diesel,1109788
Cadillac Lyriq,Cadillac,2019,114207,Diesel,8077091
Porsche 911 Turbo S,Porsche,2018,129900,Petrol,31807500
Cadillac Lyriq,Cadillac,2011,188972,Diesel,6349763
Aston Martin Valhalla,Aston,2023,55320,Diesel,75293805
Ferrari Daytona SP3,Ferrari,2023,58421,Petrol,44615947
Mahindra Thar,Mahindra,2024,28000,Petrol,1247474
Mercedes-Benz E-Class,Mercedes-Benz,2024,21464,Petrol,8573772
BMW M4,BMW,2012,160868,Diesel,15543386
Aston Martin Valhalla,Aston,2023,32110,Petrol,70292279
Cadillac XT4,Cadillac,2026,4442,Petrol,4030684
Tata Harrier,Tata,2016,91862,Diesel,1813919
Maruti Suzuki Ignis,Maruti,2015,172048,Petrol,643194
Ferrari Roma,Ferrari,2016,169890,Petrol,36790150
BMW X5 M,BMW,2019,93299,Petrol,17410425
Honda WR-V,Honda,2021,63301,Diesel,1153652
Ferrari 812 Superfast,Ferrari,2021,93184,Petrol,67371078
Genesis GV60,Genesis,2022,59462,Petrol,6314183
Nissan GT-R,Nissan,2012,247936,Petrol,23444895
Toyota Camry,Toyota,2011,155685,Diesel,4671027
Tata Tigor,Tata,2019,94196,Petrol,670360
Mahindra Thar 5-Door,Mahindra,2016,154451,Diesel,2127917
Rolls Royce Boat Tail,Rolls,2023,30441,Petrol,233280988
Audi e-tron GT,Audi,2015,174399,Electric,19471523
Mercedes-Benz GLA,Mercedes-Benz,2019,111059,Electric,4787440
Aston Martin DB11,Aston,2017,122835,Petrol,46822879
Mercedes-Benz C-Class,Mercedes-Benz,2016,177766,Petrol,5994500
Tata Tiago,Tata,2017,95540,Petrol,638313
Cadillac CT4,Cadillac,2022,33853,Diesel,6000246
MG ZS EV,MG,2021,87842,Electric,2428040
Skoda Octavia,Skoda,2012,185318,Petrol,2789645
Volkswagen Taigun,Volkswagen,2024,17827,Petrol,1389331
Aston Martin DB12,Aston,2016,106150,Petrol,49017600
Porsche 718 Spyder,Porsche,2020,118441,Petrol,17915599
Hyundai Ioniq 5,Hyundai,2022,69776,Petrol,4533738
Maserati Quattroporte,Maserati,2023,29546,Diesel,19440367
Citroen C5 Aircross,Citroen,2024,20446,Petrol,3367556
Audi Q4 e-tron,Audi,2025,12754,Electric,10914927
Aston Martin Vantage,Aston,2012,260650,Petrol,30210302
Volvo S60,Volvo,2020,111048,Diesel,5557143
McLaren 750S,McLaren,2022,49405,Petrol,40795051
Tata Altroz,Tata,2015,137577,Petrol,936467
McLaren 750S,McLaren,2010,223922,Diesel,45247411
Jeep Compass,Jeep,2016,169113,Petrol,2739222
Lexus NX,Lexus,2011,126628,Petrol,7018635
Kia Seltos,Kia,2010,140585,Petrol,1790258
Hyundai Ioniq 5,Hyundai,2024,34543,Diesel,4563102
Bentley Flying Spur,Bentley,2022,54842,Diesel,57384519
Lincoln Navigator,Lincoln,2018,101444,Petrol,9511988
Cadillac XT6,Cadillac,2023,30810,Petrol,6336084
Citroen eC3,Citroen,2026,594,Petrol,1286445
Genesis GV80,Genesis,2018,129919,Petrol,7001030
McLaren 720S,McLaren,2022,70558,Petrol,47244159
BMW 2 Series,BMW,2016,137233,Diesel,4706466
BMW 6 Series,BMW,2017,126261,Diesel,7057993
Audi e-tron GT,Audi,2011,259949,Electric,18949615
Land Rover Discovery 5,Land Rover,2010,167880,Diesel,13514468
Renault Kiger,Renault,2025,15777,Petrol,1073129
Bentley Continental GT,Bentley,2023,40616,Diesel,50065514
Skoda Superb,Skoda,2019,73375,Petrol,3225545
MG 5 EV,MG,2016,146390,Electric,2609333
Lexus LC,Lexus,2025,17352,Petrol,23731998
Honda Elevate,Honda,2018,137702,Petrol,1537888
Toyota Corolla,Toyota,2012,208349,Diesel,1964698
Toyota Innova,Toyota,2019,119253,Diesel,2291697
Audi Q6 e-tron,Audi,2020,91917,Electric,12061894
Porsche Cayenne,Porsche,2012,144249,Diesel,23838058
Mahindra XUV700,Mahindra,2011,183222,Petrol,2514753
Mercedes-Benz E-Class,Mercedes-Benz,2011,222462,Petrol,8769131
Audi e-tron,Audi,2014,210827,Electric,17396909
McLaren GT,McLaren,2017,88549,Petrol,46029075
Volvo XC40,Volvo,2018,114259,Petrol,4633762
Hyundai Venue,Hyundai,2017,110721,Petrol,1276489
Maruti Suzuki Alto,Maruti,2021,47189,Petrol,430047
MG Hector,MG,2014,179506,Petrol,1899932
BMW 4 Series,BMW,2015,211357,Petrol,5891835
MG ZS EV,MG,2024,30674,Electric,2733241
McLaren Artura,McLaren,2017,146739,Petrol,55373088
Tata Tigor,Tata,2023,47569,Diesel,632614
Lamborghini Temerario,Lamborghini,2011,199929,Diesel,55030669
Kia Seltos,Kia,2017,132221,Petrol,1708855
Hyundai Grand i10,Hyundai,2023,47565,Diesel,641828
Hyundai Creta,Hyundai,2016,103184,Diesel,1586195
Mercedes-Benz C-Class,Mercedes-Benz,2020,73640,Diesel,6422209
Renault Kwid,Renault,2013,243877,Petrol,567709
McLaren 570S,McLaren,2018,64715,Petrol,38267748
Land Rover Defender,Land Rover,2015,217964,Petrol,14154876
Kia Seltos,Kia,2020,101051,Diesel,1912444
Hyundai Venue,Hyundai,2019,120952,Petrol,1196759
Mercedes-Benz AMG S63,Mercedes-Benz,2013,224088,Petrol,34960328
Aston Martin DB11,Aston,2021,90268,Petrol,44803483
Genesis GV60,Genesis,2013,203599,Petrol,6663966
Lamborghini Urus,Lamborghini,2013,209769,Diesel,46007114
Honda WR-V,Honda,2025,10365,Diesel,993725
Mercedes-Benz AMG E63,Mercedes-Benz,2022,35576,Petrol,19475808
Audi A8,Audi,2014,140296,Petrol,15882712
BMW X5,BMW,2024,21524,Petrol,9709291
Aston Martin DBX,Aston,2025,11684,Petrol,39047920
Porsche 718 Spyder,Porsche,2017,116596,Petrol,16156685
BMW X6,BMW,2017,73055,Diesel,12927895
Maruti Suzuki Ciaz,Maruti,2025,11861,Petrol,1230799
Ferrari F8 Tributo,Ferrari,2022,71701,Petrol,46621504
Mercedes-Benz AMG A35,Mercedes-Benz,2021,72365,Petrol,5940208
MG ZS EV,MG,2018,158080,Electric,2495651
Lexus LX,Lexus,2023,32154,Petrol,17704001
Maruti Suzuki Alto,Maruti,2017,149986,Diesel,434401
Toyota Hilux,Toyota,2023,34338,Petrol,3008911
Ferrari Portofino,Ferrari,2013,136044,Diesel,41565036
Lexus RC,Lexus,2019,137581,Diesel,7944683
Tata Harrier,Tata,2012,204126,Diesel,2182346
Ferrari 296 GTB,Ferrari,2013,112250,Petrol,56751421
Nissan GT-R,Nissan,2018,98415,Petrol,22598217
Mercedes-Benz AMG S63,Mercedes-Benz,2025,10126,Diesel,32255786
Volkswagen Polo,Volkswagen,2015,130478,Petrol,879073
MG Gloster,MG,2014,187714,Petrol,3814456
Land Rover Range Rover Sport,Land Rover,2021,77504,Petrol,13852467
Audi A6,Audi,2018,84709,Diesel,7005160
Mahindra BE 6,Mahindra,2013,216664,Petrol,3249159
Audi Q6 e-tron,Audi,2010,273812,Electric,13699570
Toyota Urban Cruiser Hyryder,Toyota,2014,134387,Petrol,1635249
Volkswagen Vento,Volkswagen,2026,3846,Diesel,1299659
Jeep Wrangler,Jeep,2013,218445,Diesel,5837778
Honda Civic,Honda,2011,248407,Petrol,1780622
Ferrari 812 Superfast,Ferrari,2016,97443,Diesel,69743488
BMW M3,BMW,2020,107253,Diesel,13628560
Rolls Royce Spectre,Rolls,2021,99111,Petrol,92796990
Lamborghini Temerario,Lamborghini,2013,212768,Diesel,50552423
Mercedes-Benz GLA,Mercedes-Benz,2023,44945,Petrol,4709250
MG Comet EV,MG,2011,185386,Electric,896952
Mercedes-Benz AMG SL63,Mercedes-Benz,2025,17529,Petrol,27254550
Land Rover Defender,Land Rover,2018,72249,Petrol,14306900
Mercedes-Benz C-Class,Mercedes-Benz,2026,4460,Electric,6506014
Mahindra BE 6,Mahindra,2022,68080,Diesel,3173686
Audi Q6 e-tron,Audi,2016,120399,Electric,13864987
Bentley Azure,Bentley,2015,168991,Petrol,69889963
Mahindra Scorpio,Mahindra,2013,185798,Petrol,1606495
Maruti Suzuki Celerio,Maruti,2026,762,Diesel,589472
MG 5 EV,MG,2019,113513,Electric,2977308
Rolls Royce Spectre,Rolls,2021,94439,Diesel,94921576
Tata Tiago EV,Tata,2021,94616,Electric,827811
Audi RS3,Audi,2013,116015,Diesel,8718326
Nissan Sunny,Nissan,2019,61232,Petrol,931278
Hyundai Creta,Hyundai,2016,121061,Petrol,1484837
Maruti Suzuki Grand Vitara,Maruti,2011,228509,Petrol,1251772
Porsche 911,Porsche,2025,8904,Petrol,22915651
Rolls Royce Boat Tail,Rolls,2016,131668,Petrol,221992964
Tata Punch,Tata,2011,176240,Petrol,714786
Jeep Renegade,Jeep,2019,98148,Petrol,1706472
Lexus RZ 450e,Lexus,2018,100355,Petrol,13504733
Lexus NX,Lexus,2021,58287,Petrol,7247186
Skoda Kodiaq,Skoda,2015,198105,Petrol,4026257
Jaguar F-Pace,Jaguar,2016,165678,Petrol,8616635
Toyota Corolla,Toyota,2011,261673,Diesel,2041012
Lexus RC,Lexus,2017,145224,Petrol,7703117
Lexus LS,Lexus,2020,90732,Petrol,18304620
Mahindra BE 5,Mahindra,2011,145134,Petrol,3045544
Toyota Glanza,Toyota,2018,76276,Petrol,803619
Maruti Suzuki Grand Vitara,Maruti,2020,109115,Petrol,1837939
Toyota Vellfire,Toyota,2013,152892,Diesel,97695908
Audi e-tron GT,Audi,2018,118917,Electric,19773802
BMW X5 M,BMW,2021,52898,Diesel,17584906
Audi Q5,Audi,2017,117367,Petrol,7292960
MG Astor,MG,2023,29102,Petrol,1633637
Mercedes-Benz AMG E63,Mercedes-Benz,2012,234142,Petrol,19252854
Land Rover Range Rover Sport,Land Rover,2013,239528,Diesel,15521514
Lexus LX,Lexus,2018,127983,Diesel,15340954
Hyundai i20,Hyundai,2021,44833,CNG,888227
Ferrari 296 GTB,Ferrari,2012,201915,Petrol,58074142
Audi Q5,Audi,2011,140906,Diesel,7213196
Genesis GV80,Genesis,2019,121473,Petrol,7163252
Audi R8,Audi,2011,269202,Petrol,22622735
Volvo S60,Volvo,2024,38652,Petrol,5664217
Hyundai Exter,Hyundai,2022,66007,Petrol,680999
Audi TT RS,Audi,2019,113891,Petrol,8139648
Jeep Renegade,Jeep,2017,139036,Petrol,1699294
Tata Punch,Tata,2018,112622,Petrol,725852
Skoda Superb,Skoda,2010,284157,Petrol,3281306
Mahindra Thar,Mahindra,2015,167881,Petrol,1292466
Genesis G90,Genesis,2024,37101,Petrol,7768831
Honda City e:HEV,Honda,2012,239397,Electric,2017297
Ferrari 812 Superfast,Ferrari,2010,171088,Petrol,65858885
Toyota Glanza,Toyota,2026,4146,Diesel,875956
Toyota Camry Hybrid,Toyota,2016,180285,Electric,5046439
Audi Q5,Audi,2012,259460,Diesel,7649529
Mercedes-Benz GLA,Mercedes-Benz,2015,183186,Diesel,4668717
Ferrari 812 Superfast,Ferrari,2023,32142,Diesel,69549301
Nissan GT-R,Nissan,2010,309785,Diesel,23481027
Nissan Micra,Nissan,2011,279883,Petrol,836201
Jaguar E-Pace,Jaguar,2024,17271,Petrol,6600497
Maruti Suzuki Swift,Maruti,2020,60132,Petrol,718488
Lexus ES,Lexus,2016,185287,Petrol,6377837
Tata Tiago,Tata,2021,82704,Diesel,567524
Audi A8,Audi,2025,17510,Petrol,15057841
Volvo Polestar 2,Volvo,2022,46043,Diesel,7778556
Kia Sportage,Kia,2015,205790,Petrol,2710213
Genesis GV80,Genesis,2011,239145,Petrol,7427496
Skoda Octavia,Skoda,2016,149386,Petrol,2833318
Honda City e:HEV,Honda,2016,140121,Electric,1971165
Volvo XC90,Volvo,2017,165830,Petrol,10740584
Lexus UX,Lexus,2011,160371,Petrol,4570858
Tata Punch,Tata,2013,150657,Petrol,765535
Mercedes-Benz GLE,Mercedes-Benz,2017,95773,Petrol,10478401
Audi RS5,Audi,2016,124470,Diesel,12830680
Maruti Suzuki XL6,Maruti,2023,31236,Petrol,1145513
Kia Sportage,Kia,2015,98164,Diesel,2759050
Cadillac Escalade,Cadillac,2023,40677,Diesel,12071218
Audi Q8,Audi,2014,157661,Petrol,13396775
Maserati Ghibli,Maserati,2016,127565,Diesel,14222996
Lincoln Corsair,Lincoln,2016,159329,Petrol,6917708
McLaren 720S,McLaren,2010,150985,Petrol,45478749
Volkswagen Polo,Volkswagen,2012,231461,Diesel,702072
Maserati Quattroporte,Maserati,2023,38829,Petrol,21002764
Land Rover Discovery,Land Rover,2021,94967,Petrol,9383709
Aston Martin DB12,Aston,2020,108515,Diesel,50397613
Volkswagen Vento,Volkswagen,2011,293211,Diesel,1141550
Tata Tiago,Tata,2015,176370,Diesel,571579
Volvo EX30,Volvo,2010,302831,Diesel,4716235
Toyota Innova,Toyota,2019,80574,Petrol,2195482
MG 4 EV,MG,2018,91110,Electric,3065057
Lexus UX 300e,Lexus,2014,138884,Petrol,5825915
Hyundai Verna,Hyundai,2015,217228,Electric,1600081
Genesis GV70,Genesis,2025,17001,Petrol,5298701
Jaguar XF Sportbrake,Jaguar,2019,66337,Petrol,6106056
Lexus RX,Lexus,2023,38472,Petrol,9777169
Maserati MC20,Maserati,2025,17330,Diesel,23425122
Rolls Royce Ghost,Rolls,2022,62127,Petrol,70182694
Lincoln Aviator,Lincoln,2017,178852,Petrol,8327153
Lexus UX 300e,Lexus,2020,104386,Petrol,6149949
Toyota Yaris,Toyota,2014,173051,Petrol,1760333
Cadillac CT5,Cadillac,2026,540,Petrol,5040867
Mahindra Scorpio N,Mahindra,2022,57297,Diesel,1497444
Maruti Suzuki XL6,Maruti,2020,114599,Petrol,1181340
